,templateid,seqid
0,ABL1_HUMAN_D0_2GQG_A,100.0
1,ABL1_HUMAN_D0_2HZI_B,100.0
2,ABL1_HUMAN_D0_3CS9_B,100.0
3,ABL1_HUMAN_D0_3CS9_A,100.0
4,ABL1_HUMAN_D0_2HZ0_A,100.0
5,ABL1_HUMAN_D0_3QRK_A,100.0
6,ABL1_HUMAN_D0_2HIW_B,100.0
7,ABL1_HUMAN_D0_2HZI_A,100.0
8,ABL1_HUMAN_D0_2F4J_A,100.0
9,ABL1_HUMAN_D0_2G1T_D,100.0
10,ABL1_HUMAN_D0_2HZ4_A,100.0
11,ABL1_HUMAN_D0_3UE4_A,100.0
12,ABL1_HUMAN_D0_2G1T_B,100.0
13,ABL1_HUMAN_D0_2G1T_A,100.0
14,ABL1_HUMAN_D0_2HYY_B,100.0
15,ABL1_HUMAN_D0_1OPL_A,100.0
16,ABL1_HUMAN_D0_2HZ4_C,100.0
17,ABL1_HUMAN_D0_2G1T_C,100.0
18,ABL1_HUMAN_D0_2HYY_A,100.0
19,ABL1_HUMAN_D0_2HZ0_B,100.0
20,ABL1_HUMAN_D0_3QRI_A,100.0
21,ABL1_HUMAN_D0_2HIW_A,100.0
22,ABL1_HUMAN_D0_3CS9_D,100.0
23,ABL1_MOUSE_D0_3MSS_C,99.6
24,ABL1_MOUSE_D0_3K5V_B,99.6
25,ABL1_MOUSE_D0_1OPJ_B,99.6
26,ABL1_MOUSE_D0_3MSS_D,99.6
27,ABL1_MOUSE_D0_3DK3_B,99.6
28,ABL1_MOUSE_D0_1FPU_B,99.6
29,ABL1_MOUSE_D0_3OY3_B,99.6
30,ABL1_MOUSE_D0_1OPJ_A,99.6
31,ABL1_MOUSE_D0_1OPK_A,99.6
32,ABL1_MOUSE_D0_2QOH_A,99.6
33,ABL1_MOUSE_D0_1M52_A,99.6
34,ABL1_MOUSE_D0_1M52_B,99.6
35,ABL1_MOUSE_D0_3MS9_B,99.6
36,ABL1_MOUSE_D0_3MS9_A,99.6
37,ABL1_MOUSE_D0_3IK3_A,99.6
38,ABL1_MOUSE_D0_3MSS_A,99.6
39,ABL1_MOUSE_D0_3DK3_A,99.6
40,ABL1_MOUSE_D0_1IEP_B,99.6
41,ABL1_MOUSE_D0_3DK7_A,99.6
42,ABL1_MOUSE_D0_2QOH_B,99.6
43,ABL1_MOUSE_D0_3KF4_B,99.6
44,ABL1_MOUSE_D0_3DK6_B,99.6
45,ABL1_MOUSE_D0_3IK3_B,99.6
46,ABL1_MOUSE_D0_3KFA_B,99.6
47,ABL1_MOUSE_D0_3OY3_A,99.6
48,ABL1_MOUSE_D0_2Z60_A,99.6
49,ABL1_MOUSE_D0_1IEP_A,99.6
50,ABL1_MOUSE_D0_3MSS_B,99.6
51,ABL1_MOUSE_D0_3DK7_B,99.6
52,ABL1_MOUSE_D0_2HZN_A,99.6
53,ABL1_MOUSE_D0_3KFA_A,99.6
54,ABL1_MOUSE_D0_3K5V_A,99.6
55,ABL1_MOUSE_D0_3KF4_A,99.6
56,ABL1_MOUSE_D0_1FPU_A,99.6
57,ABL1_MOUSE_D0_3DK6_A,99.2
58,ABL1_MOUSE_D0_3OXZ_A,98.7
59,ABL2_HUMAN_D0_2XYN_C,93.3
60,ABL2_HUMAN_D0_2XYN_A,93.3
61,ABL2_HUMAN_D0_3GVU_A,93.3
62,ABL2_HUMAN_D0_3HMI_A,93.3
63,ABL2_HUMAN_D0_2XYN_B,93.3
64,SRC_CHICK_D0_3F6X_B,50.0
65,SRC_CHICK_D0_2HWO_A,49.8
66,SRC_CHICK_D0_3EN7_A,49.8
67,SRC_CHICK_D0_3U51_B,49.6
68,SRC_CHICK_D0_3EN6_B,49.6
69,SRC_CHICK_D0_3EN4_B,49.6
70,SRC_CHICK_D0_4U5J_B,49.6
71,SRC_CHICK_D0_3QLG_A,49.6
72,SRC_CHICK_D0_4DGG_A,49.6
73,SRC_CHICK_D0_2HWP_B,49.6
74,SRC_CHICK_D0_3F3W_B,49.6
75,SRC_CHICK_D0_3LOK_A,49.6
76,SRC_CHICK_D0_2QLQ_B,49.6
77,SRC_CHICK_D0_4DGG_B,49.6
78,SRC_CHICK_D0_4U5J_A,49.6
79,SRC_CHICK_D0_4FIC_B,49.6
80,SRC_HUMAN_D0_2BDF_B,49.6
81,SRC_CHICK_D0_2PTK_A,49.6
82,SRC_HUMAN_D0_1FMK_A,49.6
83,SRC_CHICK_D0_3DQX_A,49.6
84,SRC_HUMAN_D0_1YOM_A,49.6
85,SRC_CHICK_D0_3TZ8_A,49.6
86,SRC_CHICK_D0_3EN4_A,49.6
87,SRC_HUMAN_D0_4K11_A,49.6
88,SRC_CHICK_D0_3D7U_D,49.6
89,SRC_CHICK_D0_3OEZ_A,49.6
90,SRC_CHICK_D0_3TZ9_A,49.6
91,SRC_CHICK_D0_2OIQ_B,49.6
92,SRC_HUMAN_D0_4MXO_A,49.6
93,SRC_CHICK_D0_3G6G_B,49.6
94,SRC_CHICK_D0_3F3U_B,49.6
95,SRC_CHICK_D0_3QLF_A,49.6
96,SRC_CHICK_D0_3D7T_B,49.6
97,SRC_CHICK_D0_3F3W_A,49.6
98,SRC_HUMAN_D0_2BDJ_A,49.6
99,SRC_CHICK_D0_3F3V_B,49.6
100,SRC_CHICK_D0_3G5D_A,49.6
101,SRC_CHICK_D0_3OEZ_B,49.6
102,SRC_HUMAN_D0_4MXX_B,49.6
103,SRC_CHICK_D0_3F3U_A,49.6
104,SRC_CHICK_D0_2HWO_B,49.6
105,SRC_CHICK_D0_4LGH_A,49.6
106,SRC_CHICK_D0_4FIC_A,49.6
107,SRC_CHICK_D0_3UQG_A,49.6
108,SRC_HUMAN_D0_4MXX_A,49.6
109,SRC_CHICK_D0_3EL8_A,49.6
110,SRC_HUMAN_D0_1YOL_A,49.6
111,SRC_CHICK_D0_3UQF_A,49.6
