,templateid,seqid
0,RON_HUMAN_D0_3PLS_A,100.0
1,MET_HUMAN_D0_4KNB_C,67.1
2,MET_HUMAN_D0_3CTH_A,64.8
3,MET_HUMAN_D0_3CE3_A,64.8
4,MET_HUMAN_D0_2RFS_A,64.8
5,MET_HUMAN_D0_4DEI_A,64.8
6,MET_HUMAN_D0_2RFN_B,64.8
7,MET_HUMAN_D0_4DEH_A,64.8
8,MET_HUMAN_D0_3U6H_A,64.8
9,MET_HUMAN_D0_1R1W_A,64.8
10,MET_HUMAN_D0_3I5N_A,64.8
11,MET_HUMAN_D0_3EFJ_B,64.8
12,MET_HUMAN_D0_4KNB_D,64.8
13,MET_HUMAN_D0_4DEG_A,64.8
14,MET_HUMAN_D0_4IWD_A,64.8
15,MET_HUMAN_D0_3EFJ_A,64.8
16,MET_HUMAN_D0_4AP7_A,64.8
17,MET_HUMAN_D0_3DKF_A,64.8
18,MET_HUMAN_D0_4KNB_B,64.8
19,MET_HUMAN_D0_3F66_A,64.8
20,MET_HUMAN_D0_3F82_A,64.8
21,MET_HUMAN_D0_3ZBX_A,64.8
22,MET_HUMAN_D0_3Q6U_A,64.8
23,MET_HUMAN_D0_3C1X_A,64.8
24,MET_HUMAN_D0_3EFK_A,64.8
25,MET_HUMAN_D0_3A4P_A,64.8
26,MET_HUMAN_D0_2RFN_A,64.8
27,MET_HUMAN_D0_3RHK_A,64.8
28,MET_HUMAN_D0_2WD1_A,64.8
29,MET_HUMAN_D0_3ZZE_A,64.8
30,MET_HUMAN_D0_4MXC_A,64.8
31,MET_HUMAN_D0_3L8V_A,64.8
32,MET_HUMAN_D0_3F66_B,64.8
33,MET_HUMAN_D0_3ZXZ_A,64.8
34,MET_HUMAN_D0_3VW8_A,64.8
35,MET_HUMAN_D0_3R7O_A,64.8
36,MET_HUMAN_D0_3QTI_B,64.8
37,MET_HUMAN_D0_3CCN_A,64.8
38,MET_HUMAN_D0_3QTI_A,64.8
39,MET_HUMAN_D0_3ZC5_A,64.8
40,MET_HUMAN_D0_3U6I_A,64.8
41,MET_HUMAN_D0_3RHK_B,64.8
42,MET_HUMAN_D0_3EFK_B,64.8
43,MET_HUMAN_D0_2G15_A,64.8
44,MET_HUMAN_D0_1R0P_A,64.8
45,MET_HUMAN_D0_4EEV_A,64.8
46,MET_HUMAN_D0_2WKM_A,64.8
47,MET_HUMAN_D0_3LQ8_A,64.8
48,MET_HUMAN_D0_2WGJ_A,64.8
49,MET_HUMAN_D0_3ZCL_A,64.8
50,MET_HUMAN_D0_3Q6W_A,64.8
51,MET_HUMAN_D0_3CTJ_A,64.8
52,MET_HUMAN_D0_3CD8_A,64.8
53,MET_HUMAN_D0_3DKC_A,63.6
54,MERTK_HUMAN_D0_3BPR_C,42.6
55,MERTK_HUMAN_D0_3TCP_A,41.7
56,MERTK_HUMAN_D0_4M3Q_A,41.7
57,MERTK_HUMAN_D0_2P0C_A,41.7
58,ERBB2_HUMAN_D0_3RCD_A,41.7
59,MERTK_HUMAN_D0_3BRB_B,41.7
60,MERTK_HUMAN_D0_3BRB_A,41.7
61,MERTK_HUMAN_D0_4MHA_A,41.7
