,templateid,seqid
0,MERTK_HUMAN_D0_4MH7_A,100.0
1,MERTK_HUMAN_D0_3BRB_B,100.0
2,MERTK_HUMAN_D0_4M3Q_B,100.0
3,MERTK_HUMAN_D0_3BRB_A,100.0
4,MERTK_HUMAN_D0_3BPR_D,100.0
5,MERTK_HUMAN_D0_2P0C_B,100.0
6,MERTK_HUMAN_D0_3BPR_B,100.0
7,MERTK_HUMAN_D0_3TCP_A,100.0
8,MERTK_HUMAN_D0_4M3Q_A,100.0
9,MERTK_HUMAN_D0_4MHA_B,100.0
10,MERTK_HUMAN_D0_4MH7_B,100.0
11,MERTK_HUMAN_D0_4MHA_A,100.0
12,MERTK_HUMAN_D0_3TCP_B,100.0
13,MERTK_HUMAN_D0_3BPR_A,100.0
14,MERTK_HUMAN_D0_2P0C_A,100.0
15,MERTK_HUMAN_D0_3BPR_C,99.6
16,ABL1_MOUSE_D0_3OXZ_A,49.2
17,ABL1_MOUSE_D0_3DK6_A,48.3
18,ABL2_HUMAN_D0_3GVU_A,48.0
19,ABL2_HUMAN_D0_2XYN_A,48.0
20,ABL2_HUMAN_D0_3HMI_A,48.0
21,ABL2_HUMAN_D0_2XYN_B,48.0
22,ABL2_HUMAN_D0_2XYN_C,48.0
23,ABL1_MOUSE_D0_3K5V_A,47.8
24,ABL1_HUMAN_D0_2G2H_B,47.6
25,ABL1_MOUSE_D0_3DK7_A,47.6
26,ABL1_HUMAN_D0_2G2H_A,47.6
27,ABL1_HUMAN_D0_2GQG_A,47.6
28,ABL1_HUMAN_D0_3CS9_A,47.6
29,ABL1_HUMAN_D0_3QRJ_B,47.6
30,ABL1_HUMAN_D0_2E2B_B,47.6
31,ABL1_MOUSE_D0_3KF4_B,47.6
32,ABL1_MOUSE_D0_3MSS_A,47.6
33,ABL1_MOUSE_D0_2QOH_B,47.6
34,ABL1_MOUSE_D0_3DK3_B,47.6
35,ABL1_MOUSE_D0_2QOH_A,47.6
36,ABL1_HUMAN_D0_2V7A_B,47.6
37,ABL1_MOUSE_D0_3KFA_B,47.6
38,ABL1_HUMAN_D0_2G2I_B,47.6
39,ABL1_HUMAN_D0_2G1T_A,47.6
