,templateid,seqid
0,VGFR2_HUMAN_D0_2OH4_A,79.2
1,VGFR2_HUMAN_D0_4AGD_A,79.0
2,VGFR2_HUMAN_D0_4AG8_A,79.0
3,VGFR2_HUMAN_D0_4AGC_A,79.0
4,VGFR2_HUMAN_D0_2XIR_A,79.0
5,VGFR2_HUMAN_D0_4ASD_A,79.0
6,VGFR2_HUMAN_D0_3EWH_A,78.9
7,VGFR2_HUMAN_D0_3U6J_A,78.9
8,VGFR2_HUMAN_D0_3VO3_A,78.5
9,VGFR2_HUMAN_D0_1YWN_A,78.5
10,VGFR2_HUMAN_D0_1Y6B_A,78.4
11,VGFR2_HUMAN_D0_4ASE_A,78.4
12,VGFR2_HUMAN_D0_2QU6_B,78.3
13,VGFR2_HUMAN_D0_3EFL_B,78.1
14,VGFR2_HUMAN_D0_3BE2_A,78.0
15,VGFR2_HUMAN_D0_1VR2_A,78.0
16,VGFR2_HUMAN_D0_2P2I_A,78.0
17,VGFR2_HUMAN_D0_3DTW_A,78.0
18,VGFR2_HUMAN_D0_3C7Q_A,77.9
19,VGFR2_HUMAN_D0_2P2I_B,77.8
20,VGFR2_HUMAN_D0_3EFL_A,77.8
21,VGFR2_HUMAN_D0_3CJF_A,77.8
22,VGFR2_HUMAN_D0_2QU5_A,77.7
23,VGFR2_HUMAN_D0_3CJG_A,77.6
24,VGFR2_HUMAN_D0_2P2H_A,77.5
25,VGFR2_HUMAN_D0_3CPC_B,77.5
26,VGFR2_HUMAN_D0_3CP9_B,77.5
27,VGFR2_HUMAN_D0_3CP9_A,77.5
28,VGFR2_HUMAN_D0_3B8Q_A,77.5
29,VGFR2_HUMAN_D0_3CPB_A,77.4
30,VGFR2_HUMAN_D0_2QU6_A,77.4
31,VGFR2_HUMAN_D0_3CPC_A,77.4
32,VGFR2_HUMAN_D0_3B8R_A,77.3
33,VGFR2_HUMAN_D0_3CPB_B,77.1
34,VGFR2_HUMAN_D0_3B8Q_B,77.0
35,VGFR2_HUMAN_D0_3DTW_B,76.8
36,VGFR2_HUMAN_D0_3B8R_B,76.7
37,VGFR2_HUMAN_D0_3VID_A,69.0
38,VGFR2_HUMAN_D0_1Y6A_A,69.0
39,VGFR2_HUMAN_D0_3VHK_A,69.0
40,VGFR2_HUMAN_D0_3VHE_A,69.0
41,VGFR1_HUMAN_D0_3HNG_A,66.3
42,KIT_HUMAN_D0_4HVS_A,60.0
43,CSF1R_HUMAN_D0_4HW7_A,59.8
44,CSF1R_HUMAN_D0_3LCD_A,59.7
45,KIT_HUMAN_D0_1PKG_B,59.1
46,KIT_HUMAN_D0_1PKG_A,59.0
47,CSF1R_HUMAN_D0_3LCO_A,58.9
48,CSF1R_HUMAN_D0_2OGV_A,58.9
49,FGFR4_HUMAN_D0_4R6V_A,57.5
50,FGFR1_HUMAN_D0_3WJ6_B,55.6
51,FGFR2_HUMAN_D0_2PVF_A,55.2
52,FGFR1_HUMAN_D0_2FGI_A,54.6
53,FGFR2_HUMAN_D0_4J99_C,54.5
54,FGFR1_HUMAN_D0_4NK9_A,54.1
55,FGFR2_HUMAN_D0_2PZP_A,54.1
56,FGFR2_HUMAN_D0_2PZP_B,54.1
57,FGFR1_HUMAN_D0_3GQI_A,53.0
58,FGFR2_HUMAN_D0_3B2T_A,52.8
59,FGFR2_HUMAN_D0_3CLY_A,52.1
60,FGFR1_HUMAN_D0_3TT0_A,51.7
61,FGFR1_HUMAN_D0_3C4F_B,51.7
62,FGFR1_HUMAN_D0_4NK9_B,51.7
63,FGFR1_HUMAN_D0_4NKA_A,51.7
64,FGFR1_HUMAN_D0_3C4F_A,51.7
65,FGFR1_HUMAN_D0_3JS2_A,51.7
66,FGFR1_HUMAN_D0_3GQL_A,51.7
67,FGFR1_HUMAN_D0_3KXX_A,51.7
68,FGFR1_HUMAN_D0_4F65_A,51.7
69,FGFR4_HUMAN_D0_4TYJ_A,51.6
70,FGFR4_HUMAN_D0_4TYE_A,51.6
71,RET_HUMAN_D0_2X2M_A,48.3
72,RET_HUMAN_D0_4CKJ_A,48.3
73,RET_HUMAN_D0_4CKI_A,48.3
74,RET_HUMAN_D0_2X2K_A,48.3
75,MERTK_HUMAN_D0_3BPR_C,45.9
76,HCK_HUMAN_D0_1AD5_A,43.4
77,HCK_HUMAN_D0_1AD5_B,43.4
78,HCK_HUMAN_D0_2HCK_B,43.4
79,TIE2_HUMAN_D0_1FVR_A,43.2
80,ABL1_MOUSE_D0_3OXZ_A,43.2
81,TIE2_HUMAN_D0_3L8P_A,43.2
82,TIE2_HUMAN_D0_1FVR_B,43.2
83,LCK_HUMAN_D0_2OFV_B,43.0
84,TIE2_HUMAN_D0_2WQB_A,43.0
85,HCK_HUMAN_D0_2HK5_A,42.9
86,CSK_RAT_D0_1K9A_F,42.6
87,CSK_RAT_D0_1K9A_D,42.6
88,CSK_RAT_D0_1K9A_C,42.6
89,CSK_RAT_D0_1K9A_A,42.6
90,CSK_RAT_D0_1K9A_E,42.6
91,ABL1_MOUSE_D0_3DK6_A,42.6
92,HCK_HUMAN_D0_2C0I_A,42.5
93,HCK_HUMAN_D0_3VRY_B,42.5
94,HCK_HUMAN_D0_3VS4_B,42.5
95,HCK_HUMAN_D0_2C0T_A,42.5
96,HCK_HUMAN_D0_2C0I_B,42.5
97,HCK_HUMAN_D0_3VS6_A,42.5
98,HCK_HUMAN_D0_2C0O_A,42.5
99,HCK_HUMAN_D0_3VS2_A,42.5
100,HCK_HUMAN_D0_4LUE_B,42.5
101,HCK_HUMAN_D0_3VS5_B,42.5
102,HCK_HUMAN_D0_3VS1_B,42.5
103,HCK_HUMAN_D0_3VS4_A,42.5
104,HCK_HUMAN_D0_4LUD_A,42.5
105,HCK_HUMAN_D0_3VS6_B,42.5
106,HCK_HUMAN_D0_3VS3_A,42.5
107,HCK_HUMAN_D0_3VS2_B,42.5
108,HCK_HUMAN_D0_3VRZ_B,42.5
109,HCK_HUMAN_D0_3VRZ_A,42.5
110,HCK_HUMAN_D0_1QCF_A,42.5
111,HCK_HUMAN_D0_3VS5_A,42.5
112,HCK_HUMAN_D0_3VS7_B,42.5
