,templateid,seqid
0,DDR1_HUMAN_D0_3ZOS_A,100.0
1,DDR1_HUMAN_D0_4CKR_A,100.0
2,DDR1_HUMAN_D0_4BKJ_B,100.0
3,DDR1_HUMAN_D0_3ZOS_B,100.0
4,DDR1_HUMAN_D0_4BKJ_A,100.0
5,NTRK2_HUMAN_D0_4AT5_A,52.6
6,NTRK2_HUMAN_D0_4AT4_A,52.6
7,NTRK2_HUMAN_D0_4ASZ_A,52.6
8,NTRK2_HUMAN_D0_4AT3_A,52.6
9,NTRK1_HUMAN_D0_4PMP_A,51.0
10,NTRK1_HUMAN_D0_4GT5_A,50.4
11,NTRK1_HUMAN_D0_4AOJ_C,49.6
12,NTRK1_HUMAN_D0_4F0I_B,49.6
13,NTRK1_HUMAN_D0_4AOJ_B,49.6
14,NTRK3_HUMAN_D0_3V5Q_B,49.6
15,NTRK3_HUMAN_D0_3V5Q_A,49.6
16,NTRK1_HUMAN_D0_4PMT_A,49.6
17,NTRK1_HUMAN_D0_4AOJ_A,49.6
18,NTRK1_HUMAN_D0_4F0I_A,49.6
19,NTRK1_HUMAN_D0_4PMM_A,49.6
20,NTRK1_HUMAN_D0_4PMS_A,49.6
21,ABL1_MOUSE_D0_3OXZ_A,45.3
22,ABL1_MOUSE_D0_3DK6_A,45.0
23,ABL1_MOUSE_D0_3K5V_A,44.6
24,ABL1_MOUSE_D0_3MSS_D,44.4
25,ABL1_MOUSE_D0_3IK3_B,44.4
26,ABL1_MOUSE_D0_3KF4_B,44.4
27,ABL1_MOUSE_D0_3MSS_C,44.4
28,ABL1_MOUSE_D0_3DK7_B,44.4
29,ABL1_MOUSE_D0_3MS9_B,44.4
30,ABL1_MOUSE_D0_3KFA_B,44.4
31,ABL1_MOUSE_D0_3OY3_A,44.4
32,ABL1_MOUSE_D0_3KF4_A,44.4
33,ABL1_MOUSE_D0_1OPJ_A,44.4
34,ABL1_MOUSE_D0_3DK3_A,44.4
35,ABL1_MOUSE_D0_2Z60_A,44.4
36,ABL1_MOUSE_D0_1IEP_A,44.4
37,ABL1_MOUSE_D0_3DK3_B,44.4
38,ABL1_MOUSE_D0_3IK3_A,44.4
39,ABL1_MOUSE_D0_3K5V_B,44.4
40,ABL1_MOUSE_D0_3MSS_A,44.4
41,ABL1_MOUSE_D0_1M52_B,44.4
42,ABL1_MOUSE_D0_1IEP_B,44.4
43,ABL1_MOUSE_D0_3MS9_A,44.4
44,ABL1_MOUSE_D0_1OPJ_B,44.4
45,ABL1_MOUSE_D0_2HZN_A,44.4
46,ABL1_MOUSE_D0_1M52_A,44.4
47,ABL1_MOUSE_D0_1OPK_A,44.4
48,ABL1_MOUSE_D0_3DK6_B,44.4
49,ABL1_MOUSE_D0_3DK7_A,44.4
50,ABL1_MOUSE_D0_2QOH_A,44.4
51,ABL1_MOUSE_D0_1FPU_B,44.4
52,ABL1_MOUSE_D0_3KFA_A,44.4
53,ABL1_MOUSE_D0_3MSS_B,44.4
54,ABL1_MOUSE_D0_1FPU_A,44.4
55,ABL1_MOUSE_D0_2QOH_B,44.4
56,ABL1_MOUSE_D0_3OY3_B,44.4
57,ABL1_HUMAN_D0_2E2B_B,44.0
58,ABL1_HUMAN_D0_2HZ4_B,44.0
59,ABL1_HUMAN_D0_2G1T_B,44.0
60,MUSK_RAT_D0_1LUF_A,44.0
61,ABL1_HUMAN_D0_2E2B_A,44.0
62,MET_HUMAN_D0_4KNB_C,44.0
63,ABL1_HUMAN_D0_3CS9_A,44.0
64,ABL1_HUMAN_D0_3QRJ_A,44.0
65,ABL1_HUMAN_D0_3UE4_A,44.0
66,ABL1_HUMAN_D0_2FO0_A,44.0
67,ABL1_HUMAN_D0_3CS9_D,44.0
68,ABL1_HUMAN_D0_2V7A_A,44.0
69,ABL1_HUMAN_D0_2G2F_A,44.0
70,ABL1_HUMAN_D0_2HZ0_B,44.0
71,ABL1_HUMAN_D0_1OPL_A,44.0
72,ABL1_HUMAN_D0_2HZ4_C,44.0
73,ABL1_HUMAN_D0_2G2F_B,44.0
74,ABL1_HUMAN_D0_3QRJ_B,44.0
75,ABL1_HUMAN_D0_2HIW_A,44.0
76,ABL1_HUMAN_D0_1OPL_B,44.0
77,ABL1_HUMAN_D0_3UE4_B,44.0
78,ABL1_HUMAN_D0_2HYY_C,44.0
79,ABL1_HUMAN_D0_2GQG_B,44.0
80,ABL1_HUMAN_D0_2HIW_B,44.0
81,ABL1_HUMAN_D0_2HZ0_A,44.0
82,ABL1_HUMAN_D0_2F4J_A,44.0
83,ABL1_HUMAN_D0_3QRI_A,44.0
84,ABL1_HUMAN_D0_2G1T_D,44.0
85,ABL1_HUMAN_D0_2HZI_B,44.0
86,ABL1_HUMAN_D0_2HZ4_A,44.0
87,ABL1_HUMAN_D0_2V7A_B,44.0
88,ABL1_HUMAN_D0_3CS9_C,44.0
89,ABL1_HUMAN_D0_2G2I_A,44.0
90,ABL1_HUMAN_D0_2G2H_B,44.0
91,ABL1_HUMAN_D0_2G1T_A,44.0
92,ABL1_HUMAN_D0_2HZI_A,44.0
93,ABL1_HUMAN_D0_3QRK_A,44.0
94,ABL1_HUMAN_D0_3PYY_A,44.0
95,ABL1_HUMAN_D0_2G2H_A,44.0
96,ABL1_HUMAN_D0_2GQG_A,44.0
97,ABL1_HUMAN_D0_2G1T_C,44.0
98,ABL1_HUMAN_D0_3CS9_B,44.0
99,ABL1_HUMAN_D0_3PYY_B,44.0
100,ABL1_HUMAN_D0_2HYY_D,44.0
101,ABL1_HUMAN_D0_3QRI_B,44.0
102,ABL1_HUMAN_D0_2G2I_B,44.0
103,ABL1_HUMAN_D0_2HYY_A,43.8
104,ABL1_HUMAN_D0_2HYY_B,43.8
105,LCK_HUMAN_D0_2OFV_B,43.5
106,ABL2_HUMAN_D0_2XYN_C,43.3
107,ABL2_HUMAN_D0_2XYN_B,43.3
108,ABL2_HUMAN_D0_2XYN_A,43.3
109,ABL2_HUMAN_D0_3HMI_A,43.3
110,ABL2_HUMAN_D0_3GVU_A,43.3
111,ROR2_HUMAN_D0_4GT4_A,43.1
112,SRC_CHICK_D0_2HWO_A,42.7
113,SRC_HUMAN_D0_1YOJ_B,42.5
114,FGFR1_HUMAN_D0_3WJ6_B,42.5
115,EPHA8_HUMAN_D0_3KUL_A,42.4
116,EPHA8_HUMAN_D0_3KUL_B,42.3
117,ACK1_HUMAN_D0_1U54_A,42.3
118,SRC_CHICK_D0_3EN7_A,42.2
119,SRC_CHICK_D0_3LOK_B,42.2
120,EPHA4_MOUSE_D0_2Y6M_A,42.0
121,EPHA4_MOUSE_D0_2XYU_A,42.0
122,SRC_CHICK_D0_2QQ7_A,42.0
123,EPHA4_MOUSE_D0_2HEL_A,42.0
124,EPHA4_MOUSE_D0_2Y6O_A,42.0
125,EPHB1_HUMAN_D0_3ZFX_I,41.9
126,MET_HUMAN_D0_3ZCL_A,41.9
127,EPHB1_HUMAN_D0_3ZFX_H,41.9
128,MET_HUMAN_D0_4DEI_A,41.8
129,MET_HUMAN_D0_2G15_A,41.8
130,MET_HUMAN_D0_3DKG_A,41.8
131,MET_HUMAN_D0_3I5N_A,41.8
132,MET_HUMAN_D0_3EFJ_A,41.8
133,MET_HUMAN_D0_3CE3_A,41.8
134,MET_HUMAN_D0_4KNB_B,41.8
135,MET_HUMAN_D0_3CTH_A,41.8
136,EPHA2_HUMAN_D0_1MQB_B,41.8
137,MET_HUMAN_D0_3F66_B,41.8
138,MET_HUMAN_D0_3EFK_A,41.8
139,MET_HUMAN_D0_3F82_A,41.8
140,MET_HUMAN_D0_4MXC_A,41.8
141,MET_HUMAN_D0_4DEH_A,41.8
142,SRC_CHICK_D0_2QQ7_B,41.8
143,MET_HUMAN_D0_3VW8_A,41.8
144,MET_HUMAN_D0_3ZXZ_A,41.8
145,MET_HUMAN_D0_3CTJ_A,41.8
146,MET_HUMAN_D0_3R7O_A,41.8
147,SRC_CHICK_D0_4LGH_B,41.8
148,MET_HUMAN_D0_3DKF_A,41.8
149,MET_HUMAN_D0_3CCN_A,41.8
150,MET_HUMAN_D0_3EFJ_B,41.8
151,MET_HUMAN_D0_2WKM_A,41.8
152,MET_HUMAN_D0_2RFS_A,41.8
153,MET_HUMAN_D0_1R1W_A,41.8
154,MET_HUMAN_D0_3EFK_B,41.8
155,MET_HUMAN_D0_3C1X_A,41.8
156,MET_HUMAN_D0_3U6H_A,41.8
157,MET_HUMAN_D0_2RFN_B,41.8
158,EPHA2_HUMAN_D0_4PDO_A,41.8
159,MET_HUMAN_D0_3RHK_A,41.8
