,templateid,seqid
0,FGFR2_HUMAN_D0_2PVF_A,90.7
1,FGFR2_HUMAN_D0_2PZP_B,89.6
2,FGFR2_HUMAN_D0_4J99_C,89.5
3,FGFR2_HUMAN_D0_2PZP_A,89.5
4,FGFR2_HUMAN_D0_3B2T_A,87.8
5,FGFR2_HUMAN_D0_3CLY_A,87.6
6,FGFR1_HUMAN_D0_4NK9_A,86.5
7,FGFR1_HUMAN_D0_2FGI_A,86.5
8,FGFR1_HUMAN_D0_3GQI_A,84.5
9,FGFR1_HUMAN_D0_3GQL_A,84.1
10,FGFR1_HUMAN_D0_3KXX_A,84.0
11,FGFR1_HUMAN_D0_4F65_A,84.0
12,FGFR1_HUMAN_D0_3JS2_A,84.0
13,FGFR1_HUMAN_D0_3C4F_A,84.0
14,FGFR1_HUMAN_D0_3C4F_B,84.0
15,FGFR1_HUMAN_D0_4NK9_B,84.0
16,FGFR1_HUMAN_D0_4NKA_B,84.0
17,FGFR1_HUMAN_D0_3TT0_A,84.0
18,FGFR1_HUMAN_D0_4NKA_A,84.0
19,FGFR4_HUMAN_D0_4R6V_A,83.8
20,FGFR4_HUMAN_D0_4TYJ_A,79.4
21,FGFR4_HUMAN_D0_4TYE_A,79.4
22,VGFR2_HUMAN_D0_1Y6B_A,60.4
23,VGFR2_HUMAN_D0_3EFL_B,60.3
24,VGFR2_HUMAN_D0_2P2I_A,60.0
25,VGFR2_HUMAN_D0_2P2I_B,59.7
26,VGFR2_HUMAN_D0_3CJG_A,59.6
27,VGFR2_HUMAN_D0_3EWH_A,59.6
28,VGFR2_HUMAN_D0_3CJF_A,59.1
29,VGFR2_HUMAN_D0_3EFL_A,59.1
30,VGFR2_HUMAN_D0_3CP9_B,59.0
31,VGFR2_HUMAN_D0_3BE2_A,58.8
32,VGFR2_HUMAN_D0_3DTW_B,58.8
33,VGFR2_HUMAN_D0_3CPB_B,58.8
34,VGFR2_HUMAN_D0_1VR2_A,58.8
35,VGFR2_HUMAN_D0_3DTW_A,58.7
36,VGFR2_HUMAN_D0_2QU6_B,58.6
37,VGFR2_HUMAN_D0_3B8R_B,58.6
38,VGFR2_HUMAN_D0_2QU6_A,58.5
39,VGFR2_HUMAN_D0_2P2H_A,58.5
40,VGFR2_HUMAN_D0_3B8R_A,58.4
41,VGFR2_HUMAN_D0_2QU5_A,58.3
42,VGFR2_HUMAN_D0_3B8Q_B,58.3
43,VGFR2_HUMAN_D0_2RL5_A,58.1
44,VGFR2_HUMAN_D0_3CP9_A,58.1
45,VGFR2_HUMAN_D0_3B8Q_A,58.1
46,VGFR2_HUMAN_D0_2OH4_A,58.0
47,VGFR2_HUMAN_D0_3CPB_A,57.9
