,templateid,seqid
0,FES_HUMAN_D0_3CBL_A,67.7
1,FES_HUMAN_D0_4E93_A,67.7
2,FES_HUMAN_D0_3BKB_A,67.7
3,SRC_CHICK_D0_2HWO_A,51.1
4,SRC_CHICK_D0_2HWP_A,50.0
5,SRC_CHICK_D0_3EN7_A,49.8
6,SRC_CHICK_D0_2QQ7_A,49.6
7,SRC_CHICK_D0_4LGG_A,49.6
8,SRC_CHICK_D0_3EL7_A,49.4
9,SRC_CHICK_D0_3SVV_A,49.4
10,SRC_CHICK_D0_4LGH_B,49.3
11,SRC_CHICK_D0_2QI8_A,49.1
12,SRC_CHICK_D0_3LOK_B,49.1
13,SRC_CHICK_D0_3SVV_B,49.1
14,SRC_CHICK_D0_4MCV_B,49.0
15,SRC_HUMAN_D0_4MXZ_A,49.0
16,SRC_HUMAN_D0_4MXY_A,49.0
17,SRC_CHICK_D0_3QLF_B,48.9
18,SRC_CHICK_D0_2QI8_B,48.9
19,SRC_CHICK_D0_3EN7_B,48.8
20,SRC_HUMAN_D0_1YOJ_A,48.8
21,SRC_HUMAN_D0_1YOL_B,48.7
22,SRC_HUMAN_D0_1YOL_A,48.7
23,SRC_CHICK_D0_3EN5_A,48.6
24,SRC_CHICK_D0_2QQ7_B,48.6
25,SRC_HUMAN_D0_1YOJ_B,48.5
26,SRC_CHICK_D0_3F6X_B,48.3
27,SRC_CHICK_D0_3DQW_A,47.2
28,SRC_CHICK_D0_3DQW_B,47.2
29,SRC_CHICK_D0_3DQW_C,47.2
30,SRC_CHICK_D0_3DQW_D,47.2
31,ABL1_MOUSE_D0_3OXZ_A,47.0
32,SRC_HUMAN_D0_1KSW_A,46.6
33,SRC_CHICK_D0_3G5D_B,46.5
34,SRC_CHICK_D0_4AGW_B,46.5
35,SRC_CHICK_D0_3EN6_A,46.5
36,SRC_CHICK_D0_4DGG_B,46.5
37,SRC_HUMAN_D0_2BDJ_A,46.5
38,SRC_CHICK_D0_3QLF_A,46.5
39,SRC_CHICK_D0_3G6G_A,46.5
40,SRC_CHICK_D0_3LOK_A,46.5
41,SRC_CHICK_D0_3OF0_A,46.5
42,SRC_CHICK_D0_3U51_B,46.5
43,SRC_HUMAN_D0_4MXZ_B,46.5
44,SRC_CHICK_D0_4FIC_A,46.5
45,SRC_CHICK_D0_3GEQ_B,46.5
46,SRC_CHICK_D0_3D7U_B,46.5
47,SRC_CHICK_D0_3U51_A,46.5
48,SRC_CHICK_D0_3TZ7_B,46.5
49,SRC_CHICK_D0_3TZ7_A,46.5
50,SRC_CHICK_D0_3F3U_A,46.5
51,SRC_HUMAN_D0_2SRC_A,46.5
52,SRC_HUMAN_D0_1FMK_A,46.5
53,SRC_CHICK_D0_3EN6_B,46.5
54,SRC_HUMAN_D0_4K11_A,46.5
55,SRC_CHICK_D0_3U4W_A,46.5
56,SRC_HUMAN_D0_4MXX_B,46.5
57,SRC_CHICK_D0_3QLG_A,46.5
58,SRC_CHICK_D0_3F3V_B,46.5
59,SRC_CHICK_D0_3G6G_B,46.5
60,SRC_CHICK_D0_3EL8_A,46.5
61,SRC_CHICK_D0_3UQG_A,46.5
62,SRC_CHICK_D0_3F6X_D,46.5
63,SRC_HUMAN_D0_4MXO_A,46.5
64,SRC_HUMAN_D0_2BDF_A,46.5
65,SRC_CHICK_D0_4LGH_A,46.5
66,SRC_HUMAN_D0_4MXX_A,46.5
67,SRC_HUMAN_D0_2H8H_A,46.5
68,SRC_CHICK_D0_3EN4_A,46.5
69,SRC_CHICK_D0_3D7T_B,46.5
70,SRC_CHICK_D0_3F3T_A,46.5
71,SRC_CHICK_D0_2OIQ_B,46.5
72,SRC_CHICK_D0_3DQX_B,46.5
73,SRC_HUMAN_D0_4MXO_B,46.5
74,SRC_HUMAN_D0_1YOM_B,46.5
75,SRC_CHICK_D0_3TZ8_B,46.5
76,SRC_CHICK_D0_3UQF_B,46.5
77,SRC_CHICK_D0_3UQF_A,46.5
78,SRC_CHICK_D0_2PTK_A,46.5
79,SRC_CHICK_D0_3EN4_B,46.5
80,SRC_CHICK_D0_2QLQ_B,46.5
81,SRC_HUMAN_D0_1Y57_A,46.5
82,SRC_CHICK_D0_3G6H_B,46.5
83,SRC_CHICK_D0_3EL8_B,46.5
84,SRC_CHICK_D0_4LGG_B,46.5
85,SRC_HUMAN_D0_2BDF_B,46.5
86,SRC_CHICK_D0_3F3V_A,46.5
87,SRC_CHICK_D0_2HWO_B,46.5
88,SRC_CHICK_D0_4U5J_B,46.5
89,SRC_CHICK_D0_3OF0_B,46.5
90,SRC_CHICK_D0_3TZ8_A,46.5
91,SRC_CHICK_D0_2QLQ_A,46.5
92,SRC_CHICK_D0_3F3U_B,46.5
93,SRC_CHICK_D0_4DGG_A,46.5
94,SRC_CHICK_D0_4U5J_A,46.5
95,SRC_CHICK_D0_3TZ9_A,46.5
96,SRC_CHICK_D0_2OIQ_A,46.5
97,SRC_CHICK_D0_3OEZ_B,46.5
98,SRC_HUMAN_D0_1YI6_B,46.5
