,templateid,seqid
0,JAK2_HUMAN_D1_2B7A_A,100.0
1,JAK2_HUMAN_D1_4BBF_B,100.0
2,JAK2_HUMAN_D1_4GMY_A,100.0
3,JAK2_HUMAN_D1_3UGC_A,100.0
4,JAK2_HUMAN_D1_4F09_A,100.0
5,JAK2_HUMAN_D1_4BBE_B,100.0
6,JAK2_HUMAN_D1_3TJC_A,100.0
7,JAK2_HUMAN_D1_4F08_A,100.0
8,JAK2_HUMAN_D1_4E4M_E,100.0
9,JAK2_HUMAN_D1_4GFM_A,100.0
10,JAK2_HUMAN_D1_4E6D_B,100.0
11,JAK2_HUMAN_D1_3FUP_A,100.0
12,JAK2_HUMAN_D1_4D1S_A,100.0
13,JAK2_HUMAN_D1_4F08_B,100.0
14,JAK2_HUMAN_D1_3RVG_A,100.0
15,JAK2_HUMAN_D1_4E6D_A,100.0
16,JAK2_HUMAN_D1_4HGE_A,100.0
17,JAK2_HUMAN_D1_4D0X_A,100.0
18,JAK2_HUMAN_D1_4E4M_A,100.0
19,JAK2_HUMAN_D1_3LPB_A,100.0
20,JAK2_HUMAN_D1_4D0W_A,100.0
21,JAK2_HUMAN_D1_3KRR_A,100.0
22,JAK2_HUMAN_D1_4BBE_A,100.0
23,JAK2_HUMAN_D1_4E4M_B,100.0
24,JAK2_HUMAN_D1_4BBF_A,100.0
25,JAK2_HUMAN_D1_4E4M_D,100.0
26,JAK2_HUMAN_D1_3IOK_A,100.0
27,JAK2_HUMAN_D1_4BBE_C,100.0
28,JAK2_HUMAN_D1_3TJD_A,100.0
29,JAK2_HUMAN_D1_3FUP_B,100.0
30,JAK2_HUMAN_D1_3IO7_A,100.0
31,JAK2_HUMAN_D1_4JI9_A,100.0
32,JAK2_HUMAN_D1_3TJD_B,100.0
33,JAK2_HUMAN_D1_3KCK_A,100.0
34,JAK2_HUMAN_D1_3TJC_B,100.0
35,JAK2_HUMAN_D1_4E6Q_A,100.0
36,JAK2_HUMAN_D1_4HGE_B,100.0
37,JAK2_HUMAN_D1_4E6Q_B,100.0
38,JAK2_HUMAN_D1_2W1I_B,100.0
39,JAK2_HUMAN_D1_3JY9_A,100.0
40,JAK2_HUMAN_D1_3E64_A,100.0
41,JAK2_HUMAN_D1_3Q32_A,100.0
42,JAK2_HUMAN_D1_3Q32_B,100.0
43,JAK2_HUMAN_D1_4BBF_C,100.0
44,JAK2_HUMAN_D1_2B7A_B,100.0
45,JAK2_HUMAN_D1_4JIA_A,100.0
46,JAK2_HUMAN_D1_4AQC_A,100.0
47,JAK2_HUMAN_D1_3E62_A,100.0
48,JAK2_HUMAN_D1_4BBF_D,100.0
49,JAK2_HUMAN_D1_4IVA_A,100.0
50,JAK2_HUMAN_D1_4AQC_B,100.0
51,JAK2_HUMAN_D1_3E63_A,100.0
52,JAK2_HUMAN_D1_3LPB_B,100.0
53,JAK2_HUMAN_D1_4JI9_B,100.0
54,JAK2_HUMAN_D1_4BBE_D,100.0
